[FIXES]
AAMMM N036.10.25.899 W114.51.55.789
BEEAR N040.22.30.799 W107.03.20.631
BEELO N039.37.00.310 W107.05.46.319
BEQJI N038.29.38.918 W107.53.33.349
BETEU N036.19.30.439 W110.32.28.618
BEVVR N039.37.26.860 W107.06.53.589
BEYAD N039.17.40.970 W106.55.37.408
BIBPA N039.06.49.010 W108.30.19.630
BIGNE N036.56.58.581 W111.27.11.570
BITAR N039.33.20.019 W109.19.12.349
BODGE N038.33.30.571 W107.58.56.168
BONGO N040.07.31.108 W109.21.22.579
BOUTS N039.26.23.870 W106.59.40.200
BOWLL N038.39.17.179 W107.29.41.780
BOYET N039.16.51.711 W106.53.04.639
BOZTE N042.54.37.828 W106.20.04.570
BRICK N038.44.59.539 W108.17.21.890
BRMLY N036.02.24.450 W107.54.43.621
BRUUK N038.45.09.550 W107.53.37.089
BUDHE N035.44.32.240 W111.38.35.840
BUGGG N038.39.18.309 W109.29.48.008
BUMMP N038.06.00.619 W108.56.19.118
BUSTE N040.24.38.451 W106.49.12.248
BUVHO N040.30.33.390 W107.22.14.451
BUVME N038.40.40.411 W108.11.12.760
BUWME N043.02.48.458 W106.16.24.949
BUYYA N040.26.25.551 W107.08.48.188
BYYKE N040.29.14.010 W106.31.50.339
CABER N037.23.31.599 W111.39.44.910
CADNC N037.16.25.870 W107.36.07.599
CADRI N036.47.19.269 W111.25.05.811
CAKBI N038.37.45.951 W108.14.30.271
CARKU N039.14.09.960 W108.43.44.961
CASRO N036.53.34.879 W108.12.08.870
CAZUU N038.49.00.368 W106.59.11.759
CEDNO N041.23.33.500 W107.39.19.929
CELAS N039.17.55.921 W107.10.41.721
CELAY N036.34.18.951 W111.22.04.958
CELIA N040.49.11.150 W107.46.27.220
CELIX N042.49.16.251 W106.44.08.019
CEMAG N042.58.25.161 W106.22.11.391
CEMOS N037.22.26.950 W109.13.57.219
CEPMA N037.59.56.068 W108.07.25.478
CESBA N038.55.33.661 W108.23.10.769
CESPI N043.14.40.639 W106.11.20.630
CEXEP N037.57.37.519 W107.56.27.780
CEXIT N041.48.06.530 W106.49.14.991
CEYAG N039.16.21.889 W106.53.33.151
CEYFI N042.49.43.831 W106.48.33.339
CFBYY N038.19.28.531 W107.10.58.890
CFDVH N039.38.00.110 W107.02.08.919
CFDWG N039.37.29.978 W107.02.11.198
CFHWR N038.31.04.828 W106.52.19.981
CHACO N036.26.58.131 W108.16.59.599
CHEMO N040.31.14.250 W107.14.49.999
CHESZ N038.16.59.030 W110.02.11.309
CHIMY N040.24.58.568 W107.03.47.339
CHOMP N042.36.23.248 W106.45.30.938
CIFPE N042.54.32.151 W106.26.58.250
CIMUS N038.28.17.799 W107.20.31.459
CIPKU N039.38.59.909 W106.51.42.019
CIRAS N039.31.39.068 W107.40.59.649
CIRRI N039.22.15.639 W107.14.58.019
CITAK N039.30.35.359 W107.51.08.820
CITIS N036.44.19.280 W108.17.06.511
CLIMN N039.21.13.921 W107.20.17.829
COCAN N036.18.45.090 W110.21.07.081
CODEN N036.44.50.031 W107.58.08.259
COGRI N038.18.37.119 W107.07.07.140
COKRI N037.04.18.220 W107.28.34.420
COKRO N043.02.32.661 W106.33.26.729
COMFR N039.40.31.821 W107.19.45.368
CONSD N037.12.28.630 W107.41.59.470
COPER N039.34.44.939 W106.59.12.091
COPUK N039.32.15.680 W110.30.32.821
COQKU N038.11.11.209 W107.46.59.768
COROT N039.40.22.090 W107.53.55.330
COTTY N039.20.03.091 W106.55.50.689
COVIS N039.27.36.759 W108.19.26.079
COVVR N041.01.23.581 W108.57.50.140
CROWS N039.17.59.600 W107.01.47.499
CRUDD N037.45.00.539 W107.28.51.758
CUBAK N039.31.00.508 W107.27.17.571
CULIP N039.16.15.898 W108.34.46.740
CULIR N038.23.35.300 W108.44.53.811
CULKI N038.32.48.541 W106.52.58.861
CULTA N039.18.55.479 W107.33.11.919
CUMOR N036.54.31.881 W108.01.58.058
CUNOV N038.57.41.821 W108.24.00.118
CURDI N039.16.59.818 W108.06.53.240
CUROT N039.37.46.030 W107.04.38.690
CUTUL N036.44.27.999 W108.14.20.799
CYKEL N039.34.30.291 W107.02.24.781
DAHRY N038.11.10.521 W107.59.40.779
DAKDE N041.21.56.869 W107.25.04.141
DBLTN N039.16.10.520 W106.52.47.708
DEANN N037.12.33.998 W111.42.47.001
DEBIB N036.23.38.770 W110.28.59.588
DERMA N036.31.04.958 W108.28.47.560
DERTY N035.48.44.481 W108.40.14.901
DEWAX N038.35.47.580 W108.15.16.531
DEXTR N035.40.44.939 W109.49.56.398
DEYUC N038.10.58.670 W108.08.57.008
DIBEY N036.43.15.891 W111.24.13.139
DIBKE N042.54.26.730 W106.33.13.780
DICEE N037.13.09.580 W111.13.26.180
DICEV N040.25.03.450 W107.06.53.510
DILCO N035.31.52.431 W110.03.55.328
DIRDY N038.55.48.180 W107.30.54.309
DIYEP N036.48.44.521 W108.02.38.410
DOLRR N037.34.15.380 W108.36.35.521
DORTN N043.02.36.628 W107.13.03.269
DOWNY N039.32.06.100 W107.17.06.989
DOYPE N039.19.14.138 W106.54.55.551
DUGNE N037.08.19.550 W107.04.35.569
DYNES N041.02.34.321 W107.43.44.130
EAZZY N039.39.28.328 W106.48.32.619
EBEJU N038.27.36.990 W106.52.06.358
EBICI N042.54.26.949 W106.32.59.740
EBIHE N038.22.27.890 W107.52.14.649
ECEWE N038.27.02.800 W106.52.26.241
ECHOA N040.31.18.501 W106.53.59.938
ECNOF N038.11.40.941 W108.20.18.441
ECUQO N038.27.18.158 W106.52.14.250
EDEVE N038.33.49.201 W108.16.02.740
EDIDY N042.59.44.098 W106.11.53.080
EDIFY N041.47.55.950 W106.52.17.331
EDLES N038.40.39.820 W109.56.26.548
EDUKY N039.12.02.390 W108.06.27.381
EFWOV N041.45.51.660 W107.16.33.351
EGFAX N040.25.03.921 W107.07.56.809
EHGUY N035.48.42.008 W112.04.18.649
EKAME N036.38.14.020 W111.23.07.940
EKIRE N039.03.15.998 W108.24.55.731
ELIZZ N039.52.38.010 W109.13.24.301
ELLFF N039.35.18.211 W108.16.00.638
ELLLL N037.01.17.850 W107.53.33.028
ELLMU N038.25.50.199 W110.05.21.850
ENIDE N039.10.39.241 W108.37.19.408
EPIKY N041.17.19.849 W107.19.09.030
EPOTE N036.44.40.138 W108.05.36.880
ERRDA N038.32.01.611 W110.05.13.351
EVENT N042.54.35.571 W106.14.12.119
EXZAR N036.43.22.879 W108.16.44.119
EYUVA N039.28.54.861 W108.11.12.638
EYUVU N036.18.15.411 W109.33.51.929
FAAAR N039.35.36.110 W106.57.36.630
FABGA N041.11.41.319 W107.18.30.898
FAMKO N040.22.51.419 W106.32.14.690
FAPOP N037.14.57.109 W108.40.49.299
FAPOV N036.53.59.780 W111.26.32.708
FATPO N039.29.59.938 W107.03.28.569
FATPU N038.43.05.919 W109.48.35.679
FEBUP N042.59.16.249 W106.44.26.401
FEKVA N039.16.20.830 W108.37.46.830
FELRI N037.01.28.599 W108.10.46.149
FELTA N038.42.20.289 W109.49.56.938
FERBI N042.59.18.121 W106.42.37.141
FESPA N038.21.27.619 W107.05.24.719
FIHWY N038.21.37.508 W107.05.26.869
FIKLA N041.56.20.500 W106.57.11.030
FIMGA N037.13.02.330 W108.01.49.501
FIMSO N039.21.01.069 W106.55.46.801
FISTR N039.30.05.270 W106.46.01.588
FLOTR N044.40.08.000 W105.52.50.001
FLUME N036.51.48.049 W108.25.17.219
FOGEL N036.36.23.709 W107.59.22.750
FOGUG N038.44.26.199 W109.46.12.568
FOLTO N040.50.26.530 W106.27.49.561
FORDU N039.31.28.311 W107.49.30.010
FRASK N041.10.34.910 W108.44.53.739
FULLY N036.39.58.111 W108.32.36.099
GADVY N038.32.45.650 W106.51.30.268
GEJYU N038.47.17.851 W107.41.07.620
GERRO N037.22.28.408 W109.29.00.499
GGIRO N040.03.29.559 W106.38.28.381
GIPEC N042.49.41.631 W106.46.29.049
GIZQE N038.38.42.021 W108.03.11.700
GLENO N039.20.51.838 W107.22.08.090
GNOLA N041.26.17.120 W107.06.40.348
GOFEN N040.31.36.800 W107.21.14.821
GONEF N041.09.05.029 W107.19.57.298
GORMN N039.47.13.509 W107.11.35.869
GORPP N039.38.37.208 W106.54.12.808
GOULL N040.31.19.740 W106.33.42.631
GOVID N036.22.19.318 W110.37.35.749
GOXEL N036.41.32.989 W110.21.21.988
GRAYZ N040.34.41.059 W107.40.31.429
GRODY N039.45.29.408 W107.06.25.819
GUVBE N036.28.40.339 W108.32.45.301
GUVYU N040.06.21.578 W106.36.46.249
HABRO N040.20.45.499 W107.00.43.358
HABUX N039.53.43.389 W106.44.10.251
HADLA N039.55.52.399 W106.38.18.178
HAGJI N040.30.17.888 W107.34.28.898
HAHNS N040.41.26.880 W106.58.51.171
HAIRZ N038.37.45.328 W110.04.56.089
HAMOS N039.40.25.280 W106.42.11.188
HANAP N036.36.14.680 W110.18.20.458
HANEG N039.22.46.858 W106.56.55.500
HANOG N038.37.15.970 W109.59.17.368
HANSU N038.59.23.330 W108.19.02.999
HAPRA N039.46.05.041 W108.11.09.149
HAQHY N038.49.12.190 W108.05.19.021
HARPL N038.26.30.750 W110.05.21.850
HASIT N036.44.07.720 W108.28.01.538
HASKI N039.18.15.721 W108.40.03.000
HASSL N037.34.12.079 W110.53.00.628
HATNO N042.44.41.420 W106.40.07.399
HAVKO N036.45.51.001 W108.10.15.430
HAVWU N037.58.16.921 W108.27.37.148
HEBLO N036.50.00.110 W107.59.18.790
HEBRU N038.35.19.370 W106.55.04.051
HEBUT N039.07.04.879 W108.43.26.580
HEKEN N036.41.29.108 W109.50.38.101
HENNE N042.54.36.579 W106.21.42.001
HEPEB N039.22.52.139 W106.53.19.028
HERGI N039.27.55.900 W107.03.40.089
HERLS N039.28.15.268 W106.43.38.719
HERRM N038.29.23.449 W108.37.02.571
HERSH N039.30.46.000 W109.59.07.101
HESNU N041.52.14.221 W107.04.47.758
HETGI N040.23.18.589 W106.48.05.968
HIBNU N041.06.28.731 W107.21.23.579
HIDOX N036.34.24.229 W107.49.18.181
HIKOX N043.12.16.250 W106.52.18.541
HINDY N036.58.06.481 W107.55.40.490
HIPNA N040.15.51.559 W106.54.02.559
HIRTU N040.26.06.388 W107.06.24.750
HIVOT N038.18.49.078 W107.15.10.090
HMFRY N035.34.55.329 W111.30.04.471
HNDES N039.34.53.511 W107.03.47.790
HODLO N037.59.51.039 W108.09.54.370
HOMIG N038.47.50.301 W109.48.59.360
HONED N042.54.16.250 W106.44.17.199
HONKR N039.01.28.009 W108.25.54.170
HONTU N038.57.50.018 W108.43.12.809
HORIK N040.34.53.821 W107.31.06.509
HORIX N040.12.52.941 W108.04.03.651
HORST N039.24.23.939 W108.00.06.141
HOVDU N041.30.36.741 W107.24.09.810
HOVYO N039.42.31.960 W107.56.36.931
HRSON N038.57.11.430 W108.21.53.010
HUGSI N039.13.54.829 W107.57.10.321
HUKOP N039.38.12.148 W107.51.13.910
HULIX N040.28.17.731 W107.11.30.231
HUNVI N035.59.42.529 W109.19.44.918
HUPEG N040.37.38.841 W107.28.20.121
HUTGI N036.47.47.871 W110.00.18.989
HUTNI N039.36.39.790 W107.18.21.909
IBSKI N037.59.49.919 W109.59.49.948
IBURE N037.11.12.998 W107.04.21.118
ICIES N038.42.43.250 W107.46.36.418
IDENE N039.28.24.959 W107.05.57.501
IDGIY N036.45.45.561 W108.10.29.730
IDTOJ N040.02.57.829 W109.01.16.590
IKDAW N041.50.10.348 W107.08.18.779
IKHAF N038.00.23.641 W108.07.17.810
ILEUS N041.04.45.289 W107.24.20.941
ILOME N039.15.44.391 W106.52.46.088
IMGNE N037.57.37.821 W107.56.29.518
IMSAF N039.39.09.079 W107.04.54.109
INEDE N040.31.46.160 W107.21.43.059
INJUX N044.17.39.929 W106.39.07.610
INTRC N039.18.57.600 W107.03.15.001
IPEYE N042.44.13.318 W106.40.43.899
IRISS N037.03.20.610 W107.50.42.140
IROYO N039.20.30.649 W107.59.22.250
ISOYA N042.43.14.491 W106.42.00.269
ITANE N040.10.35.169 W108.01.32.318
IVELE N036.43.38.539 W108.20.33.899
IVKEF N039.29.46.089 W106.50.58.160
IVOYE N038.18.47.671 W108.39.08.038
IWUGO N039.02.13.689 W108.43.35.209
IXULE N039.19.17.039 W107.46.16.590
IXZUF N039.37.04.170 W107.24.56.620
IYOGY N037.06.31.251 W111.29.16.371
IZUXI N039.26.33.810 W107.24.37.598
JABAN N039.34.14.941 W107.02.05.168
JABIX N040.28.06.081 W107.05.49.959
JARGU N039.24.52.941 W106.57.38.048
JARPA N035.42.22.460 W109.47.19.989
JASSE N036.04.15.531 W111.48.45.810
JATEB N042.39.08.470 W106.33.13.791
JATKA N036.50.33.878 W111.25.48.000
JAVPU N035.47.45.960 W112.04.45.231
JEBAV N036.44.10.251 W108.14.28.679
JELIX N035.50.32.708 W108.45.40.179
JENRO N038.32.31.268 W106.50.00.279
JERIE N039.58.06.898 W109.30.26.600
JESIE N040.01.24.718 W106.52.31.519
JESKA N043.58.13.501 W107.23.17.541
JESKU N040.24.19.141 W107.27.47.998
JETRY N039.03.03.600 W108.23.30.130
JEXOG N038.13.33.340 W108.35.25.778
JEXON N039.31.47.330 W107.34.10.711
JIGOM N039.31.59.311 W107.23.33.269
JIIIM N037.16.07.201 W107.10.13.800
JILOD N041.26.41.470 W106.49.41.069
JINNY N039.11.21.278 W108.38.36.211
JISIG N039.08.09.981 W109.03.35.391
JITIP N043.39.56.959 W107.22.05.429
JLONG N041.26.26.480 W106.58.51.178
JODUG N040.07.31.551 W107.58.10.981
JOODE N037.10.57.450 W107.39.30.301
JOREV N038.30.51.598 W107.01.22.868
JOSAN N039.17.01.579 W106.53.52.080
JOSPA N039.30.11.228 W107.53.18.088
JOXED N036.45.18.889 W110.07.14.390
JUBEP N037.03.10.688 W107.50.51.449
JUDII N040.36.29.930 W107.29.25.699
JULAB N041.02.40.570 W107.27.54.421
JUMKO N043.05.20.219 W106.44.37.600
JUMRO N042.56.15.039 W106.25.02.139
JUTOB N039.31.45.840 W107.35.26.498
JYMBO N043.18.24.638 W106.40.55.779
KAINN N039.29.44.498 W107.56.23.431
KAMPR N040.40.22.288 W109.02.51.899
KAREC N039.10.08.551 W108.36.23.349
KAZJU N038.48.38.271 W108.03.30.200
KEBYE N037.03.48.711 W108.47.18.488
KEEPP N039.26.17.520 W107.13.42.200
KEEZR N038.27.52.059 W107.14.10.139
KETNE N038.24.08.899 W107.18.22.701
KHEDA N041.03.40.971 W107.43.18.141
KIBEY N039.17.48.548 W106.57.29.188
KICER N039.22.48.000 W106.56.38.090
KIDNE N038.36.04.719 W110.09.54.388
KIMMR N039.13.45.238 W109.57.30.099
KIRLE N039.45.39.549 W107.05.52.980
KIVSE N042.55.45.969 W106.25.40.249
KLASH N041.34.23.541 W106.44.58.509
KLIFF N036.39.07.441 W111.39.01.051
KNOXS N042.43.11.359 W106.41.55.791
KODYS N036.44.35.228 W108.09.12.430
KOUCH N041.11.30.681 W108.43.26.788
KRSSE N037.18.36.068 W107.32.11.068
KUPRR N037.12.44.611 W107.41.24.439
KUVSE N036.53.34.940 W107.46.12.658
KYACK N039.19.25.658 W106.55.01.030
LACID N039.33.40.881 W107.17.21.350
LAGPE N042.40.27.519 W106.45.36.719
LARVE N039.02.52.688 W109.56.35.631
LASGE N036.41.53.239 W108.20.38.619
LAZON N038.04.11.481 W107.15.05.389
LBATO N039.47.17.818 W110.04.48.601
LBERT N040.08.50.899 W109.12.40.341
LEBME N040.03.00.140 W107.53.14.128
LEDVE N037.27.36.309 W108.40.43.600
LIFTT N039.27.10.731 W106.58.44.119
LILXO N039.32.17.408 W107.03.16.441
LINDZ N039.23.19.550 W107.09.28.501
LNCER N044.52.44.000 W105.58.09.001
LOCAT N039.31.08.529 W107.32.29.299
LOMMA N039.16.50.941 W108.48.40.359
LOOLO N039.46.01.239 W109.52.01.700
LORIN N040.31.16.269 W107.05.10.859
LOYYD N039.09.41.248 W107.24.13.190
LRAIN N036.31.04.191 W110.35.11.950
LUDYE N040.22.51.621 W106.58.53.281
LYZZA N038.23.24.478 W107.54.46.051
LZHED N038.00.15.091 W108.12.20.368
MABKY N040.21.13.190 W106.49.25.831
MACKS N039.21.15.209 W108.56.46.971
MAFMU N039.15.23.198 W106.52.32.408
MAGBV N041.48.15.411 W107.10.52.579
MAMUE N042.51.36.849 W106.31.06.211
MANCA N037.16.27.620 W108.15.10.310
MANUL N036.47.16.321 W107.21.19.468
MAPRB N038.32.04.869 W106.56.04.761
MAPSN N039.32.25.339 W107.44.04.250
MAPSY N037.58.57.730 W108.01.30.201
MARKE N037.03.21.229 W108.03.52.880
MATTU N037.14.37.381 W107.39.24.321
MEBNE N038.31.15.920 W106.59.38.281
MEDAG N036.35.53.649 W110.11.06.741
MEKWY N040.40.02.020 W107.32.04.138
MELVL N039.48.50.090 W107.07.54.188
MEYRS N038.28.46.768 W107.27.45.928
MIRXE N038.55.52.179 W108.24.46.979
MISSY N036.29.56.439 W107.54.25.559
MIZNR N044.12.21.819 W106.35.13.099
MJANE N041.22.34.111 W108.20.33.478
MOBDE N039.15.17.089 W106.55.48.129
MOSBI N035.35.34.598 W111.53.42.698
MOYWO N038.34.29.539 W108.10.21.619
MOZCA N040.29.33.500 W107.32.56.410
MROON N039.12.00.831 W107.10.07.809
MSTSH N041.07.47.600 W107.21.00.539
MULTI N042.48.40.168 W106.12.53.269
MURME N036.43.04.879 W108.26.57.670
NAARA N037.07.42.891 W107.42.35.978
NADIN N038.29.52.400 W108.17.35.008
NALDY N039.24.34.498 W107.02.59.971
NASOE N042.51.23.119 W106.31.24.171
NATGE N037.20.29.839 W108.35.06.630
NATLL N039.14.37.640 W108.30.04.791
NATTI N041.30.48.319 W106.29.01.161
NAVJO N036.33.53.380 W110.23.29.050
NEBUE N039.31.45.181 W107.36.01.191
NEDAE N041.17.15.939 W107.40.43.759
NEPRY N039.38.42.950 W106.53.35.120
NERRI N038.40.39.000 W109.52.57.129
NESPE N040.30.22.449 W107.14.19.780
NICCC N037.12.34.199 W107.21.18.601
NICIG N044.18.52.941 W106.38.19.370
NIKTE N038.20.38.540 W107.12.06.328
NLSEN N040.34.52.719 W107.59.54.830
NOKXI N039.04.47.589 W108.26.38.860
NOPTE N042.51.39.441 W106.31.02.819
NOVJO N039.46.06.351 W107.48.38.329
NRADA N038.19.38.780 W110.05.15.050
NUPCI N039.31.53.669 W107.28.43.049
NUPOE N040.28.36.638 W107.40.56.618
NUWZO N038.22.06.070 W107.00.22.229
OBTUE N040.26.44.998 W107.06.45.179
ODLAE N036.47.23.809 W108.06.11.250
ODROE N037.09.20.379 W108.45.43.549
OHAPE N040.07.44.281 W109.27.53.679
OHMEN N040.01.37.131 W109.20.25.969
OILLY N042.47.14.668 W106.51.05.241
OKALE N037.28.25.899 W108.26.16.479
OLDIF N038.34.14.588 W107.58.19.131
OLILE N039.05.31.149 W108.41.49.261
OMJIY N039.31.28.469 W107.49.23.671
ONCAP N039.18.54.169 W106.54.45.939
ONECI N044.12.16.559 W106.30.05.360
ONIYU N038.28.42.229 W107.10.36.969
ONLOE N039.38.24.550 W106.56.09.959
OPNEE N042.58.57.208 W106.22.55.250
ORNTH N039.49.17.911 W106.56.05.550
OSDUE N038.29.49.088 W107.05.51.068
OTINS N036.34.57.730 W107.50.11.320
OTIYO N039.33.05.410 W107.35.30.750
OTUYE N039.19.55.279 W108.00.39.020
OUUTT N039.34.28.369 W107.02.11.479
OVGIW N040.12.20.181 W108.25.40.281
OVOWY N037.17.21.919 W108.38.35.199
OVPUE N036.39.18.370 W108.27.22.741
OYALI N039.26.41.938 W107.25.38.668
OYYER N039.36.48.560 W107.17.59.078
OZWEQ N039.55.55.138 W106.38.19.860
PACES N039.09.56.998 W108.16.43.611
PAGRE N038.39.37.198 W108.08.43.018
PAGSY N037.02.58.210 W111.28.29.899
PAKIE N036.52.08.061 W108.28.22.418
PAKPE N039.01.27.451 W108.20.35.851
PAMUE N037.25.35.310 W108.29.26.750
PARIZ N039.53.07.760 W106.41.39.908
PARLI N038.34.45.238 W106.50.34.270
PAROX N038.28.59.991 W108.51.25.588
PATUC N039.13.38.341 W108.24.40.759
PEAKD N037.59.44.588 W108.06.25.729
PEEWE N036.58.08.691 W111.36.40.809
PELDY N036.50.19.798 W107.46.04.198
PETOY N039.55.41.800 W108.00.54.381
PEXSA N040.26.38.378 W106.49.04.299
PICIN N040.19.50.239 W106.59.35.908
PIGSE N038.26.46.550 W109.58.46.369
PIROC N039.31.15.250 W107.50.36.081
PITKN N039.22.04.839 W107.07.05.498
PITMN N039.06.02.678 W107.18.30.999
PLACR N038.03.28.861 W108.06.01.051
PLATA N036.59.27.509 W108.16.22.321
PLATO N038.30.13.118 W107.04.08.101
PLNDL N035.50.17.429 W111.52.40.710
POMEE N036.44.50.938 W107.57.16.401
PONTO N036.44.11.360 W108.19.35.479
POOTL N041.18.10.159 W108.32.46.640
POSLY N038.32.34.850 W106.53.58.020
POWES N038.13.22.281 W107.10.01.581
PROMT N037.30.06.699 W111.52.12.939
PUMNI N039.21.02.221 W107.06.11.588
PUMPS N036.13.06.740 W107.41.35.638
PUQHO N040.29.00.628 W107.38.44.019
PUVOY N039.31.32.249 W107.46.38.470
PWDER N037.59.01.629 W108.04.54.519
RACER N040.06.29.170 W108.52.58.429
RAFTR N039.18.12.488 W106.54.26.009
RALPE N039.36.41.939 W106.58.32.761
RASCO N037.10.16.251 W111.30.05.579
RAYMN N039.19.09.818 W108.34.18.541
REMAE N037.30.57.960 W108.31.51.999
RENAE N040.25.14.080 W108.54.37.011
RESER N036.54.49.208 W107.29.25.969
REVME N040.34.30.320 W107.29.55.820
REVNE N039.33.14.151 W107.20.35.311
RFLAY N043.59.00.920 W107.25.50.199
RGINA N036.27.46.800 W107.17.45.740
RHONE N039.10.40.090 W108.37.20.949
RHYSS N036.12.19.108 W110.52.16.229
RICAS N039.39.39.751 W106.47.16.349
RICCO N043.48.29.138 W107.02.30.209
RIFMN N039.26.52.450 W109.45.47.008
RIFPU N039.31.34.039 W107.45.03.661
RIKOC N039.14.46.201 W106.52.47.391
RIOGR N037.57.53.888 W107.58.06.031
RIVGE N036.44.57.530 W108.32.31.099
RIYNO N039.16.39.370 W107.43.27.789
RIZAL N037.01.13.868 W108.10.41.980
RNGLE N038.23.11.781 W106.57.57.661
ROCLO N035.45.17.769 W109.03.09.129
ROLQE N037.12.32.158 W108.43.03.381
ROOLL N036.27.37.929 W111.28.54.980
ROSEI N036.07.23.908 W107.35.09.049
ROUGH N036.26.47.400 W109.41.06.100
ROVEE N042.54.34.509 W106.24.11.599
RRIVR N039.43.09.569 W106.40.15.700
RUSOC N039.35.23.139 W107.47.44.300
SAWOM N039.27.16.131 W108.01.07.190
SAWPT N037.59.08.419 W108.05.19.500
SBURG N040.16.30.608 W106.53.37.471
SCRUB N038.05.27.769 W107.56.50.319
SEDUZ N037.19.33.380 W109.22.25.820
SEKAL N036.16.41.339 W110.27.21.848
SEQRY N039.31.37.531 W107.42.17.348
SHERZ N044.22.04.900 W106.42.23.601
SHNPS N038.08.48.289 W107.00.39.700
SHRYL N039.32.04.430 W107.18.43.909
SINNN N037.03.00.838 W111.50.28.978
SINRY N038.53.04.801 W108.30.24.001
SINSY N038.47.01.939 W108.42.26.758
SITWO N039.28.59.858 W106.57.56.458
SIXGN N038.32.21.681 W106.54.54.910
SIYDO N039.37.05.419 W107.17.32.290
SIYOP N039.31.33.380 W107.45.34.898
SKIER N039.14.25.749 W106.55.27.249
SKYHI N037.58.05.980 W107.58.38.330
SLOLM N039.17.48.530 W107.37.39.900
SLUIS N037.54.45.759 W108.23.49.340
SNAKY N041.11.45.628 W108.22.26.338
SNOEE N038.27.34.981 W108.00.49.820
SOCKY N039.32.12.580 W107.10.37.941
SONGE N036.44.39.040 W108.06.21.240
SOVDE N036.59.26.779 W107.32.24.370
SPADA N038.50.34.900 W108.26.23.589
SPANZ N040.40.58.148 W109.13.22.821
SPIDE N042.49.32.908 W106.33.44.139
SPNSH N037.44.16.879 W108.20.41.150
SPRKT N039.57.46.501 W107.31.56.661
SQUAT N039.18.38.239 W108.13.21.500
STENG N037.11.36.470 W107.42.36.950
STRIM N040.29.21.980 W107.50.26.969
SUFFR N039.38.44.311 W107.06.34.689
SWILL N037.11.56.709 W107.57.00.550
TAACO N038.27.25.700 W108.59.35.080
TACUK N040.29.27.240 W107.14.37.528
TADUY N039.06.12.718 W108.44.07.069
TAHIB N037.03.14.979 W108.47.43.929
TALJE N039.34.00.040 W107.29.59.931
TANRE N037.20.21.771 W108.18.50.641
TANZU N037.14.35.041 W109.30.44.370
TEBIE N036.44.19.809 W108.20.00.160
TEDUE N040.32.05.668 W107.22.41.491
TEHRU N039.14.33.381 W106.43.15.211
TEKGU N039.28.19.369 W108.07.19.858
TELCU N041.36.20.239 W106.53.42.179
TELSE N039.01.00.310 W108.21.29.890
TEROE N039.31.10.981 W107.50.03.991
TESSY N039.29.46.320 W108.49.47.359
TEVRE N040.28.32.278 W107.43.40.169
TIKET N039.23.14.380 W106.56.50.640
TILLI N040.14.02.299 W106.49.30.100
TOADD N036.17.45.599 W111.30.37.209
TOBPU N039.31.55.768 W107.26.47.090
TOFUU N041.48.54.820 W107.40.12.489
TOJAM N040.03.27.118 W107.39.58.111
TONAE N039.24.06.418 W108.05.33.449
TORYS N040.24.17.078 W107.40.35.338
TRUEL N039.41.16.288 W107.17.53.689
TRUMA N041.38.21.850 W107.02.52.270
TURLY N036.45.59.518 W107.46.04.220
TUSKK N040.20.10.669 W106.40.55.768
TUSPE N039.25.35.558 W107.17.46.219
TUYUY N038.14.33.568 W108.34.03.428
UCEPO N037.05.08.761 W107.48.59.209
UCIGA N041.15.47.080 W107.28.08.961
UGXER N040.04.03.910 W108.54.55.461
UNLAP N037.13.15.218 W108.02.46.330
URICK N039.58.53.360 W109.28.16.028
UVTUH N039.49.20.150 W106.56.05.031
UXAYU N036.11.32.780 W109.33.44.409
UYICI N039.25.10.988 W107.35.47.050
UYOTU N039.13.25.989 W108.36.24.598
UYPOF N039.13.37.289 W108.36.29.851
UYRAG N040.31.19.819 W106.34.21.788
UYRIG N039.32.04.851 W107.15.44.420
UYUXI N039.09.09.489 W108.40.08.709
VAILE N039.40.22.540 W106.42.29.649
VAREQ N040.35.38.738 W107.07.57.129
VEPBU N037.16.06.729 W107.03.56.811
VERKN N037.23.00.049 W112.04.21.691
VOGIE N041.13.47.438 W107.19.45.811
VUXOH N039.11.24.979 W108.38.42.979
WADAK N039.30.30.110 W107.53.36.960
WADDU N038.21.48.578 W106.57.00.619
WAGOK N039.57.02.008 W107.59.28.579
WAKOR N040.28.46.671 W106.50.30.231
WASEO N039.18.42.598 W106.57.05.399
WASEP N039.17.36.600 W106.54.09.000
WASHI N039.40.08.158 W106.44.07.299
